,CNT,SUBNATIO,STRATUM,OECD,NC,SCHOOLID,STIDSTD,PA01Q01,PA01Q02,PA01Q03,PA02Q01,PA02Q02,PA03Q01,PA03Q02,PA03Q03,PA03Q04,PA05Q01,PA05Q02,PA05Q03,PA05Q04,PA07Q01,PA08Q01,PA09Q01,PA09Q02,PA09Q03,PA09Q04,PA09Q05,PA09Q06,PA09Q07,PA10Q01,PA10Q02,PA10Q03,PA10Q04,PA10Q05,PA10Q06,PA10Q07,PA10Q08,PA10Q09,PA10Q10,PA10Q11,PA11Q01,PA12Q01,PA12Q02,PA12Q03,PA12Q04,PA12Q05,PA12Q06,PA12Q07,PA12Q08,PA12Q09,PA12Q10,PA12Q11,PA13Q01,PA13Q02,PA13Q03,PA13Q04,PA13Q05,PA13Q06,PA13Q07,PA14Q01,PA14Q02,PA14Q03,PA14Q04,PA15Q01,PA15Q02,PA15Q03,PA15Q04,PA15Q05,PA18Q01,PA18Q02,PA18Q03,PA19Q01,PA19Q02,PA19Q03,PA19Q04,PA19Q05,PA19Q06,PA21Q01,PA21Q02,PA21Q03,PA21Q04,PA21Q05,PA21Q06,PA22Q01,PA23Q01,PA24N0101,PA24N0102,PA24N0103,PA24N0104,PA24N0105,PA24N0106,PA24N0107,PA24N0108,PA24N0109,PA24N0110,PA24N0111,PA24N0112,PA24N0113,PA24N0201,PA24N0202,PA24N0203,PA24N0204,PA24N0205,PA24N0206,PA24N0207,PA24N0208,PA24N0209,PA24N0210,PA24N0211,PA24N0212,PA24N0213,PA25Q01,PA25Q02,OCOD3,OCOD4,OCOD5,PARINVOL,PARSUPP,PQBFMJ,PQBMMJ,PQCITIZF,PQCITIZM,PQCOB_F,PQCOB_M,PQCOB_MGM,PQCOB_MGF,PQCOB_PGM,PQCOB_PGF,PQEDASP,PQFISCED,PQHISCED,PQHISEI,PQIMMIGF,PQIMMIGM,PQLANGNF,PQLANGNM,PQMCAR,PQMIMP,PQMISCED,PQOCCASP,PQSCHOOL,SENWGT_PAQ,VER_PAQ
11708,Germany,2760000,DEU0109,OECD,Germany,85,1875,Tick,Tick,No tick,51 years or older,51 years or older,Yes,No,Yes,,Yes,Yes,Yes,,<$D> or more but less than <$E>,<$W or more but less than $X>,Agree,Agree,Agree,Agree,Agree,Agree,Agree,No,No,No,No,No,No,No,No,Yes,No,No,Two or more,Very important,Very important,Important,Not important,Not important,Not important,Not important,Not important,Very important,Important,Very important,Every day or almost every day,Every day or almost every day,Every day or almost every day,Never or hardly ever,Once or twice a month,Never or hardly ever,Once or twice a year,Strongly agree,Strongly agree,Strongly agree,Strongly agree,No,Yes,No,No,No,"No, Never","No, Never",,No tick,No tick,No tick,No tick,No tick,Tick,Country of test,Country of test,Country of test,Country of test,Country of test,Country of test,9998,9998,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Language of test,Language of test,Social work and counselling professionals,Social work and counselling professionals,Teaching professionals,-0.6314,-0.4659,70.5,70.5,1.0,1.0,Germany,Germany,Germany,Germany,Germany,Germany,"ISCED 5A, 6",3.0,3.0,70.5,1.0,1.0,German ,German ,-0.4243,1.2956,3.0,75.54,-0.0994,0.3967,22NOV13
11709,Germany,2760000,DEU0103,OECD,Germany,86,1878,Tick,Tick,No tick,46 � 50 years,46 � 50 years,,,,,,,,,<$C> or more but less than <$D>,<$W or more but less than $X>,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No others,Somewhat important,Important,Important,Somewhat important,Not important,Somewhat important,Somewhat important,Not important,Important,Somewhat important,Important,Once or twice a week,Every day or almost every day,Every day or almost every day,Once or twice a month,Once or twice a month,Once or twice a year,Once or twice a year,Strongly agree,Strongly agree,Strongly agree,Strongly agree,No,No,No,No,No,"No, Never","No, Never",,Tick,Tick,No tick,Tick,No tick,No tick,Country of test,Country of test,Country of test,Country of test,Country of test,Country of test,9998,9998,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Language of test,Language of test,Agricultural and forestry production managers,"Gardeners, horticultural and nursery growers","Vague(a good job, a quiet job, a well paid job, an office jo",1.1701,-0.1412,20.91,49.48,1.0,1.0,Germany,Germany,Germany,Germany,Germany,Germany,"ISCED 3A, ISCED 4",,,49.48,1.0,1.0,German ,German ,-1.2159,1.2956,,,-0.536,0.3966,22NOV13
11710,Germany,2760000,DEU0103,OECD,Germany,86,1880,Tick,No tick,No tick,46 � 50 years,51 years or older,No,No,No,,Yes,No,No,,<$D> or more but less than <$E>,<More than $0 but less than $W>,Agree,Agree,Agree,Agree,Agree,Agree,Agree,No,No,No,No,No,No,No,No,No,No,No,No others,Somewhat important,Important,Important,Not important,Somewhat important,Not important,Somewhat important,Somewhat important,Important,Important,Important,Every day or almost every day,Every day or almost every day,Every day or almost every day,Once or twice a month,Every day or almost every day,Once or twice a year,Once or twice a week,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,Yes,Yes,No,No,"No, Never","No, Never",,No tick,No tick,Tick,No tick,No tick,Tick,Country of test,Other country,Country of test,Country of test,Other country,Other country,20,9998,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Greece ,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Language of test,Language of test,Primary school teachers,Health associate professionals not elsewhere classified,Information and communications technology professionals,-1.4809,0.646,61.91,76.49,3.0,1.0,Greece ,Germany,Germany,Germany,Greece ,Greece ,"ISCED 5A, 6",0.0,1.0,76.49,3.0,1.0,German ,German ,0.4708,1.2956,1.0,75.13,-0.0994,0.384,22NOV13
11711,Germany,2760000,DEU0103,OECD,Germany,86,1885,Tick,No tick,No tick,46 � 50 years,46 � 50 years,Yes,No,No,,Yes,No,No,,<$E> or more,Nothing,Disagree,Agree,Strongly disagree,Disagree,Agree,Agree,Agree,No,No,No,No,No,No,No,Yes,No,No,No,No others,Somewhat important,Important,Important,Not important,Not important,Not important,Not important,Not important,Very important,Important,Very important,Once or twice a week,Every day or almost every day,Every day or almost every day,Once or twice a month,Once or twice a month,Never or hardly ever,Never or hardly ever,Disagree,Agree,Agree,Strongly agree,No,No,No,No,No,"No, Never","No, Never",,No tick,No tick,Tick,No tick,No tick,Tick,Country of test,Country of test,Country of test,Country of test,Country of test,Country of test,9998,9998,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Language of test,Language of test,Physiotherapists ,Conference and event planners,Missing,-0.6314,-0.4659,56.64,67.94,,,Germany,Germany,Germany,Germany,Germany,Germany,"ISCED 5A, 6",1.0,1.0,67.94,1.0,1.0,German ,German ,-1.2159,-0.4255,1.0,,-1.2871,0.3413,22NOV13
11712,Germany,2760000,DEU0103,OECD,Germany,86,1886,Tick,Tick,No tick,41 � 45 years,41 � 45 years,No,Yes,Yes,,No,No,Yes,,<$E> or more,<$X or more but less than $Y>,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,One other,Somewhat important,Important,Very important,Not important,Somewhat important,Not important,Somewhat important,Not important,Very important,Somewhat important,Very important,Once or twice a month,Every day or almost every day,Once or twice a week,Never or hardly ever,Once or twice a month,Once or twice a year,Once or twice a year,Strongly agree,Strongly agree,Strongly agree,Strongly agree,No,No,No,No,No,"No, Never","No, Never",,No tick,No tick,Tick,No tick,No tick,No tick,Country of test,Country of test,Country of test,Country of test,Country of test,Country of test,9998,9998,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Language of test,Language of test,Chemical and physical science technicians,Teaching professionals not elsewhere classified,"Vague(a good job, a quiet job, a well paid job, an office jo",1.5557,-0.813,66.42,55.03,1.0,1.0,Germany,Germany,Germany,Germany,Germany,Germany,"ISCED 3B, C",3.0,3.0,66.42,1.0,1.0,German ,German ,-1.2159,1.2956,3.0,,0.8861,0.402,22NOV13
11713,Germany,2760000,DEU0103,OECD,Germany,86,1889,Tick,No tick,No tick,51 years or older,46 � 50 years,Yes,,,,Yes,,,,<$E> or more,<$Y or more but less than $Z>,Strongly agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Yes,Yes,No,,,,,,Yes,Yes,,No others,Important,Important,Important,Not important,Somewhat important,Not important,Somewhat important,Not important,Very important,Important,Important,Once or twice a week,Every day or almost every day,Every day or almost every day,Once or twice a month,Once or twice a month,Once or twice a year,Never or hardly ever,Strongly agree,Strongly agree,Agree,Strongly agree,No,No,No,No,No,"No, Never","No, Never",,Tick,Tick,Tick,Tick,No tick,No tick,Country of test,Country of test,Country of test,Country of test,Country of test,Country of test,9998,9998,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Language of test,Language of test,Social work and counselling professionals,Senior government officials,Do not know,1.3106,-0.3004,78.76,70.5,1.0,1.0,Germany,Germany,Germany,Germany,Germany,Germany,"ISCED 3A, ISCED 4",1.0,1.0,78.76,1.0,1.0,German ,German ,-1.2159,0.7791,1.0,,-0.536,0.402,22NOV13
11714,Germany,2760000,DEU0103,OECD,Germany,86,1890,Tick,No tick,No tick,41 � 45 years,41 � 45 years,No,No,No,,No,No,Yes,,Less than <$A>,<$W or more but less than $X>,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,No,No,No,No,No,No,No,No,No,No,No,One other,Important,Important,Very important,Not important,Not important,Not important,Not important,Not important,Somewhat important,Important,Important,Every day or almost every day,Once or twice a week,Once or twice a week,Never or hardly ever,Once or twice a month,Once or twice a year,Once or twice a year,Agree,Strongly agree,Strongly agree,Strongly agree,No,No,No,No,No,"No, Never","No, Never",,Tick,Tick,No tick,No tick,Tick,No tick,Country of test,Country of test,Country of test,Country of test,,,9998,9998,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Language of test,Language of test,Hairdressers,Missing,Missing,-1.4809,-0.6372,,31.08,1.0,1.0,Germany,Germany,Germany,Germany,Missing,Missing,ISCED 5B,0.0,3.0,31.08,,1.0,German ,German ,-1.2159,0.7791,3.0,,-1.2871,0.3413,22NOV13
11715,Germany,2760000,DEU0103,OECD,Germany,86,1893,Tick,No tick,No tick,51 years or older,46 � 50 years,No,No,No,,No,Yes,No,,<$B> or more but less than <$C>,<$Y or more but less than $Z>,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Yes,No,No,No,No,No,No,No,No,No,No,Two or more,Not important,Very important,Important,Not important,Not important,Not important,Somewhat important,Important,Very important,Important,Important,Once or twice a week,Every day or almost every day,Once or twice a week,Every day or almost every day,Once or twice a week,Once or twice a month,Once or twice a month,Agree,Strongly agree,Agree,Agree,No,No,No,No,No,"No, Never","No, Never",,Tick,No tick,Tick,No tick,No tick,Tick,Country of test,Country of test,Country of test,Country of test,Country of test,Country of test,9998,9998,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Language of test,Language of test,Nursing associate professionals,Information and communications technology installers and ser,Information and communications technology professionals,-0.6314,0.4764,36.92,56.0,1.0,1.0,Germany,Germany,Germany,Germany,Germany,Germany,"ISCED 5A, 6",0.0,2.0,56.0,1.0,1.0,German ,German ,-1.2159,0.1017,2.0,75.13,-0.8397,0.384,22NOV13
11716,Germany,2760000,DEU0103,OECD,Germany,86,1894,Tick,No tick,No tick,46 � 50 years,41 � 45 years,,,Yes,,Yes,,,,<$D> or more but less than <$E>,<$Y or more but less than $Z>,Disagree,Strongly agree,Agree,Agree,Disagree,Disagree,Agree,Yes,,,,,,,,,,,Two or more,Somewhat important,Somewhat important,Very important,Somewhat important,Important,Important,Important,Somewhat important,Important,Important,Important,Once or twice a week,Every day or almost every day,Every day or almost every day,Once or twice a month,Once or twice a month,,Once or twice a month,Agree,Agree,Agree,Strongly agree,No,No,No,No,No,"No, Never","No, Never",,Tick,No tick,Tick,No tick,No tick,Tick,Country of test,Country of test,Country of test,Country of test,Country of test,Country of test,9998,9998,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Language of test,Language of test,Teaching professionals,Other music teachers,Do not know,,0.0209,68.88,75.54,,,Germany,Germany,Germany,Germany,Germany,Germany,"ISCED 5A, 6",3.0,3.0,75.54,1.0,1.0,German ,German ,-1.2159,0.1017,1.0,,-0.8397,0.3966,22NOV13
11717,Germany,2760000,DEU0102,OECD,Germany,87,1895,No tick,Tick,No tick,46 � 50 years,41 � 45 years,Yes,,,,,,,,<$E> or more,<More than $0 but less than $W>,Agree,Agree,Agree,Disagree,Agree,Strongly disagree,Agree,Yes,No,No,No,No,No,No,No,Yes,No,No,Two or more,Not important,Important,Important,Not important,Not important,Not important,Somewhat important,Not important,Important,Somewhat important,Important,Once or twice a week,,Every day or almost every day,Once or twice a month,Once or twice a month,Once or twice a year,Never or hardly ever,Disagree,Agree,Disagree,Agree,No,No,No,No,No,"No, Never","No, Never",,No tick,No tick,Tick,No tick,No tick,Tick,Country of test,Country of test,Country of test,Country of test,Country of test,Country of test,9998,9998,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Language of test,Language of test,Chemical and physical science technicians,Secondary education teachers,"Vague(a good job, a quiet job, a well paid job, an office jo",-0.1254,-0.336,82.41,55.03,1.0,1.0,Germany,Germany,Germany,Germany,Germany,Germany,"ISCED 5A, 6",1.0,1.0,82.41,1.0,1.0,German ,German ,-1.2159,-1.2776,,,-1.0793,0.4498,22NOV13
11718,Germany,2760000,DEU0102,OECD,Germany,87,1897,No tick,Tick,No tick,46 � 50 years,46 � 50 years,Yes,No,No,,No,Yes,No,,<$E> or more,Nothing,Agree,Agree,Agree,Agree,Agree,Agree,Agree,No,No,No,No,No,No,No,No,No,No,No,Two or more,Somewhat important,Important,Very important,Not important,Not important,Not important,Not important,Not important,Important,Somewhat important,Somewhat important,Once or twice a month,Every day or almost every day,Every day or almost every day,Never or hardly ever,Once or twice a month,Never or hardly ever,Once or twice a month,Agree,Agree,Disagree,Agree,No,No,No,No,No,"No, Never","No, Never",,No tick,No tick,Tick,No tick,No tick,Tick,Country of test,Country of test,Country of test,Country of test,Country of test,Country of test,9998,9998,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Language of test,Language of test,General office clerks,Information and communications technology professionals,Do not know,-1.4809,-0.6372,75.13,43.33,1.0,1.0,Germany,Germany,Germany,Germany,Germany,Germany,"ISCED 5A, 6",1.0,2.0,75.13,1.0,1.0,German ,German ,-1.2159,-0.9553,2.0,,-0.0994,0.4045,22NOV13
11719,Germany,2760000,DEU0102,OECD,Germany,87,1899,Tick,No tick,No tick,36 � 40 years,Younger than 36 years,No,No,No,,Yes,No,No,,<$C> or more but less than <$D>,<$W or more but less than $X>,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Yes,No,No,No,No,No,No,No,Yes,No,No,Two or more,Somewhat important,Important,Important,Not important,Somewhat important,Not important,Somewhat important,Not important,Important,Somewhat important,Important,Once or twice a week,Every day or almost every day,Every day or almost every day,Never or hardly ever,Once or twice a month,Never or hardly ever,Once or twice a month,Agree,Agree,Disagree,Agree,No,No,No,No,No,"No, Never","No, Never",,Tick,No tick,Tick,Tick,No tick,Tick,Country of test,Country of test,Country of test,Country of test,Country of test,Country of test,9998,9998,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Language of test,Language of test,Teaching professionals,Shop supervisors,"Translators, interpreters and other linguists",-0.1254,-0.4659,44.14,75.54,1.0,1.0,Germany,Germany,Germany,Germany,Germany,Germany,"ISCED 5A, 6",0.0,1.0,75.54,1.0,1.0,German ,German ,-1.2159,-0.9553,1.0,80.92,-1.2871,0.4498,22NOV13
11720,Germany,2760000,DEU0102,OECD,Germany,87,1900,Tick,No tick,No tick,41 � 45 years,41 � 45 years,Yes,No,Yes,,No,Yes,Yes,,<$E> or more,<$W or more but less than $X>,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,No,No,No,No,No,No,No,No,No,No,No,Two or more,Somewhat important,Important,Important,Not important,Not important,Not important,Not important,Not important,Very important,Somewhat important,Important,Every day or almost every day,Every day or almost every day,Every day or almost every day,Once or twice a month,Once or twice a week,Never or hardly ever,Once or twice a month,Agree,Strongly agree,Agree,Strongly agree,Yes,Yes,No,No,No,"No, Never","No, Never",,No tick,No tick,Tick,No tick,No tick,Tick,Country of test,Country of test,Country of test,Country of test,Country of test,Country of test,9998,9998,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Language of test,Language of test,Shop sales assistants,Science and engineering professionals,Do not know,-1.4809,0.165,79.49,28.48,1.0,1.0,Germany,Germany,Germany,Germany,Germany,Germany,"ISCED 5A, 6",3.0,3.0,79.49,1.0,1.0,German ,German ,0.0485,0.4396,3.0,,0.6338,0.4045,22NOV13
